"RFID","Date","Time","Feeder","Antenna","Site"
"0110174C59","06/13/2019","10:02:18","LSSI2",2,"LSSI"
"0110172F12","06/13/2019","10:55:06","LSSI2",2,"LSSI"
"0110172F12","06/13/2019","10:56:28","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","12:31:45","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","12:59:54","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","13:00:04","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","13:01:22","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:01:31","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:02:32","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:02:41","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:02:50","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:02:59","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:03:09","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:04:23","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","13:04:33","LSSI2",2,"LSSI"
"0110174DFB","06/13/2019","13:20:46","LSSI2",2,"LSSI"
"0110174DFB","06/13/2019","13:20:55","LSSI2",2,"LSSI"
"0110174DFB","06/13/2019","13:21:04","LSSI2",2,"LSSI"
"0110174DFB","06/13/2019","13:21:14","LSSI2",2,"LSSI"
"0110174C59","06/13/2019","13:30:47","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","14:32:26","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:50:35","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:50:44","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:50:53","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:03","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:12","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:21","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:40","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:50","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:51:59","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:52:08","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:52:17","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","14:53:08","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:24:00","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:24:10","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:09","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:18","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:27","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:36","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:46","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:25:55","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:26:04","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:26:13","LSSI2",2,"LSSI"
"0110174D43","06/13/2019","15:26:22","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","15:33:49","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","15:34:17","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","15:34:26","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","15:34:46","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:11","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:20","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:29","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:39","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:48","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:07:57","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:06","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:15","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:24","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:33","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:42","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:08:52","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:01","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:10","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:19","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:28","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:37","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:46","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:09:55","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:04","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:14","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:23","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:32","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:41","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","17:10:50","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:55:59","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:08","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:17","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:26","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:34","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:43","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:56:52","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:00","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:09","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:18","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:27","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:35","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:44","LSSI2",2,"LSSI"
"0110171F62","06/13/2019","18:57:53","LSSI2",1,"LSSI"
"0110171F62","06/14/2019","08:28:07","LSSI2",1,"LSSI"
"0110171F62","06/14/2019","08:28:35","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:40:46","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:41:16","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:41:29","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:41:39","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:41:50","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:42:02","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:42:27","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:42:36","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:42:45","LSSI2",1,"LSSI"
"0110171E9D","06/14/2019","09:42:56","LSSI2",1,"LSSI"
